id, title, author, score, views, favors, isTutorial
post_217599,Разбираем IBOX comma  еще один ARM-мини-ПК,webself,+32,33246,81,0
post_217877,Что ждет IntelliJ IDEA впереди?,beenom,+31,13684,27,0
post_217609,Немецкие учёные измерили массу электрона в 13 раз точнее comma  чем раньше,ilya42,+31,16852,17,0
post_217951,Компания Festo создала новый тип ветрогенератора,marks,+29,32246,51,0
post_217745,В Гарварде изобрели эластичный прозрачный громкоговоритель из гидрогеля,ilya42,+29,10776,26,0
post_217419,Национальная платёжная система: что это значит для вас comma  и когда конкретно паниковать,plutsik,+29,27658,81,0
post_217999,ПО для монтажа и сборки нелинейного интерактивного кино,aureliano_b,+26,11047,126,0
post_217779,Эмуляция нажатия мультимедийных клавиш в Windows comma  Linux и Mac OS X,snasoft,+26,6024,100,0
post_217773,LUA в nginx: лапшакод в стиле inline php,AterCattus,+26,5710,61,0
post_217571,3DO или потерянное звено,Just_Wah,+26,15522,27,0
post_217431,Ежемесячный дайджест интересных IT-проектов на Kickstarter №2,Nikita_Rogatnev,+26,24909,37,0
post_217949,Тестирование конвертеров шрифтов,Softlink,+25,3595,151,0
post_217843,Обзор Motorola Defy Pro – защищенного ретро-смартфона с QWERTY-клавиатурой,alexeystar,+25,15188,21,0
post_217015,История Samsung Electronics: От сушеной рыбы до высоких технологий,ivansychev,+24,17517,45,0
post_217763,Персональный оазис на офисном столе,ilya42,+24,13826,77,0
post_217619,Cubietruck & Raspberry Pi & Arduino,ntfs1984,+24,13603,140,0
post_216789,Дайджест KolibriOS #3: начало весны,Punk_Joker,+23,3890,12,0
post_215269,История игровых приставок в рекламе. Часть 3,ivansychev,+23,12760,52,0
post_218035,Опрос: каким должно быть дополнительное образование?,avsmal,+22,9088,52,0
post_217683,Занятные факты о потерях данных,Ramon,+22,10172,39,0
post_215961,Обзор роботов для настольных игр,ivansychev,+22,7043,29,0
post_217317,Алгоритмы обработки видео на процессоре TI DM368,vadshe,+22,6742,74,0
post_217809,Исключение — твой друг,AllexIn,+21,12195,68,0
post_217653,Moai SDK 1.5 — кроссплатформенный 2д игровой движок,Vavius,+21,6622,93,0
post_217923,Социальные сети в России сегодня: цифры comma  тренды comma  прогнозы,CvetKomm,+20,9771,45,0
post_217743,Математика для тестировщиков,Polazhenko,+20,8311,177,1
post_217725,Вышел COLT 2.0 с поддержкой Angular.js comma  node-webkit,codeorchestra,+20,3191,33,0
post_217625,Первый взгляд на прототип Yotaphone 2,vvzvlad,+20,19432,20,0
post_217911,Контролируем переполнение ячейки таблицы с помощью max-width,CyberAP,+19,6837,204,1
post_212701,NanoMMO на Go и Canvas [Сервер],TatriX,+19,18473,132,0
post_217963,Анализ и визуализация реальных табличных данных в R,avidclam,+18,2671,77,1
post_217519,Активация многопользовательского режима на вашем смартфоне с Android 4,sergeevms,+18,10391,84,0
post_217855,Стандарт WAI-ARIA 1.0 получил официальный статус рекомендованного W3C: чего ожидать в будущем и куда бежать уже сейчас?,Tseikovets,+17,2938,20,0
post_217523,Перевод legacy-проекта на Dependency Injection. Путь Ситха,seregamorph,+17,6427,91,1
post_217863,Habrachat или использование ARM сервера,stalkerg,+16,11961,52,0
post_217771,Как минимизировать постановку для контент-сайта,sobakapavlova,+16,3705,86,0
post_216545,Intel INDE Media Pack,Terror,+16,1170,24,0
post_217861,Расписание вузов: сделали «Будильник» перед парами и онлайн-форму для заполнения расписания,vuzarium,+15,3895,20,0
post_217909,Простые 2D гоночки в космосе под Tizen или Как выиграть хакатон Tizen Association,nikolayz,+15,5572,45,0
post_217869,Дружим Git с Putty,Borz,+15,4351,142,1
post_217791,Обновляемый многопользовательский макрос,SarumSv,+15,2819,41,0
post_217913,Windows-планшет Dell Venue 8 Pro comma  впечатления от использования,aik,+14,15292,32,0
post_217823,Самое бесполезное в мире расширение для Opera,pepelsbey,+14,21342,10,0
post_217687,YotaPhone Idea Camp: вместе мы — сила!,YotaDevices,+14,1966,,0
post_217075,Вариант эргономичной компьютерной клавиатуры и проблема «упаковки» нескольких «функциональных зон» стандартной клавиатуры в одну,Steve_Key,+13,6827,45,0
post_218003,Как обрабатывать терабайты данных в 1000 потоков на PHP — Hadoop/MapReduce,AlexSerbul,+13,9902,195,0
post_217953,China UnionPay заменит россиянам MasterCard и Visa?,opoli,+13,20017,10,0
post_217213,TYPO3 CMS кластер в облаке Jelastic,jelastic,+13,2692,67,0
post_217867,Конференция Build 2014 уже завтра!,kichik,+13,3785,13,0
post_217463,От флеша до appstore comma  полный цикл,Elegar,+13,6978,98,1
post_217789,Голосовое управление медиацентром,sergemoose,+13,7282,84,0
post_217657,Контроллер Wi-Fi точек доступа на Mikrotik,GeXoGeN,+13,7475,162,1
post_217641,Новый хаб «Chrome Extensions»,spmbt,+13,5384,48,0
post_218011,Впечатления о курсе Human-Computer Interaction на Coursera,sobakapavlova,+12,4951,37,0
post_217095,Пользователь смартфона comma  знай свою скорость печати!,kotlyarovsa,+12,6773,28,0
post_217849,Занимательная статистика от HFLabs,AlexGechis,+12,5572,14,0
post_217837,Уход Павла Дурова с поста гендиректора ВКонтакте: не первоапрельская шутка comma  100%,sinodov,+12,29744,16,0
post_217815,Как сделать самый крутой сайт comma  чтобы все конкуренты завидовали,htdt,+12,18279,115,0
post_217635,WebJob в Microsoft Azure,SychevIgor,+12,1291,20,0
post_217941,Как небольшой студии/агентству получить свой стенд на РИФе?,Terekhov,+11,1274,11,0
post_218019,Пара слов о Epson Moverio BT-200,epsonic,+9,3121,3,0
post_217737,Чего я хочу от инструментов разработки требований. Затычки comma  костыли и грабли СУТ,Polazhenko,+9,2509,64,0
post_217685,Обзор мультифакторной аутентификации в облаке Microsoft Azure,ahriman,+9,1202,13,0
post_217967,Конвертация RAID 10 из 4-х дисков в RAID 6 из 8-ми дисков на серверах HP Proliant,bi4o4ek,+7,4681,52,0
post_217807,Microsoft завершает поддержку Windows XP,esetnod32,+7,14369,5,0
post_215625,Epson: хабрадебют,epsonic,+7,2799,,0
post_218037,Cложности создания и издательства первого Android приложения,pansik,+6,12351,104,0
post_217983,Резервное копирование на удаленный сервер,1it,+6,9946,205,0
post_217269,JavaFX и AnimationTimer,RomeoGolf,+6,2087,15,0
post_217945,Книга «Объектно-ориентированное мышление»,ph_piter,+6,9561,46,0
post_217897,Вышла финальная версия Microsoft SQL Server 2014,Ernado,+6,6794,7,0
post_217561,Как web-страницу легко превратить в PDF?,ruslanys,+6,11471,113,1
post_217669,TACACS+ на Linux с аутентификацией через Active Directory,Kiseloff,+6,2055,29,0
post_217587,Портативные аккумуляторы серии LZ от iconBIT,andrey_snegovik,+6,7086,15,0
post_215809,Facebook vs. Google: битва технологических гигантов переместилась в небо,Murashova,+6,11290,3,0
post_218053,Симметрия чисел,okho1,+5,5621,37,0
post_217997,Книга Learn BlackBerry 10 App Development доступна для бесплатной загрузки,Akuji_bwn,+5,2143,19,0
post_217969,Загрузка исторических данных в SAP с помощью LSMW — пишем «макрос»,AntonVolkov,+5,1014,9,1
post_217859,Министерство связи РБ запустило в тестовом режиме ресурс для оценки качества услуг передачи данных. «Спидтесты» больше не нужны,white_crow,+5,12663,13,0
post_217857,ChickenBoard — новая идея для эргономичной клавиатуры,Nylithius,+5,10555,14,0
post_217851,Ciklum приглашает всех в Харьков 12 апреля на .NET Saturday,ciklum_dev,+5,1988,1,0
post_217833,Неожиданный прогресс Robomow — чистим бассейн comma  пылесосим и косим одним устройством,Man197,+5,2924,7,0
post_217749,Ngbuild. Собираем Angular приложение без лишних слов,galkinrost,+5,2328,42,1
post_217753,Основы работы со StackExchange API,asaskevich,+5,1523,20,0
post_217559,Полезные материалы для мобильного разработчика #46 (24-30 марта),RoboForm,+5,4519,25,0
post_218031,SAP ABAP: Crossing Checkpoint Charlie in a SAAB (перевод статьи c scn.sap.com),blick,+4,1519,11,1
post_217799,Как уменьшить издержки на виртуальный центр обработки данных с помощью флэш-накопителя USB,ThePixel,+4,8056,33,0
post_217695,Современные тенденции развития DDoS-атак и защита от них с помощью DefencePro Radware,sashaboyko,+4,6311,34,0
post_217659,Прогноз количества лайков у поста. SNA Hackathon 2014,DMwarden,+4,794,2,0
post_217639,Работа с SQL Server в сценариях гибридного Облака. Часть 2,alexejs,+4,989,14,0
post_217297,Репортаж с InterSystems Global Summit 2014,DAiMor,+4,409,3,0
post_217993,Ждем летних вебинаров от Алексея Кибкало,VitalySt,+3,3514,4,0
post_217915,Антивирус на сервере — быть или не быть?,bugaga0112358,+3,12145,17,0
post_217889,Видеообзор планшета Samsung Galaxy Tab Pro 10.1,eNotik,+3,2786,,0
post_217845,В туалет — «по смартфону»,webself,+3,7711,13,0
post_217629,VPS как анонимный прокси и не только…,bogdanov_go,+3,6653,52,0
post_217643,Huawei Tecal RH2288H V2 — первые впечатления,Advanserv,+3,3832,9,0
post_216475,REST клиент и сервер на Yii,ischerbin,+3,2419,54,0
post_217667,Принципы успешного внедрения IDM. Бизнес-кейсы,TrustVerse,+3,1620,15,0
post_217649,Передача табличных данных из хранимой процедуры,Ant00,+3,2562,22,0
post_217965,Восемь приемов comma  которые маркетологи могут позаимствовать у Agile-программистов,Irina_Ua,+2,3210,11,0
post_217709,Рунет в картинках XIV. «Ростовщики без ничего святого» или самый быстрорастущий сегмент российского финансового рынка,PayOnline,+2,10953,22,0
post_218007,Особенности мобильных приложений на платформе iOS comma  использующих логин и пароль клиентов для доступа к платному контенту,Daniil_Chernov,+1,1927,11,0
post_217879,Мировой релиз Boom Beach comma  война платформ и тренды GDC — главные мобильные новости за неделю,kamagames,+1,7852,12,0
post_217881,Видеообзор ноутбука Lenovo IdeaPad G510,eNotik,+1,1166,1,0
post_217841,Project manager + BPM = оптимальное решение?,seregei-azarov,+1,3234,33,0
post_217651,Как перейти от Цели подразделения техподдержки к показателям comma  понятным сотрудникам,GreyBear,+1,1400,16,0
post_217729,FundingTo – сбор средств по вашим правилам,Irina_Ua,+1,1467,4,0
post_217713,[Опрос] Рассылка писем: сервис или сервер?,newpdv,+1,1693,8,0
post_216105,Классные скидки или время обзавестись системой хранения данных для HDTV контента,it_man,+1,3424,6,0
post_217705,Вебинар компании Fujitsu «Новый уровень надежности для серверов x86»,Andrew_Kosenko,+1,799,1,0
